trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
133,0,133,0,10,273.3394912999938,273.3394912999938,273.3394912999938,[-0.4148148148148148],[0.053703703703703705],[1],[0],[0],[1.1565340999950422],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
134,0,134,0,5,274.5253587999905,274.5253587999905,274.5253587999905,[-0.44814814814814813],[0.4212962962962963],[1],[0],[0],[1.3376494999974966],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
135,0,135,0,5,275.9217597999959,275.9217597999959,275.9217597999959,[0.2953703703703704],[-0.12222222222222222],[1],[0],[0],[1.6235049000097206],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
136,0,136,0,10,277.6505576999916,277.6505576999916,277.6505576999916,[0.49444444444444446],[-0.0824074074074074],[1],[0],[0],[1.3358657000062522],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
137,0,137,0,5,279.04974609999044,279.04974609999044,279.04974609999044,[-0.3148148148148148],[-0.43333333333333335],[1],[0],[0],[1.8109884000004968],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
138,0,138,0,10,280.9333200999972,280.9333200999972,280.9333200999972,[0.40925925925925927],[0.30277777777777776],[1],[0],[0],[2.565030800004024],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
139,0,139,0,10,283.61751670000376,283.61751670000376,283.61751670000376,[-0.12222222222222222],[-0.13055555555555556],[1],[0],[0],[1.8070385000028182],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
140,0,140,0,10,285.49699529999634,285.49699529999634,285.49699529999634,[0.425],[0.004629629629629629],[1],[0],[0],[2.1170268999994732],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
141,0,141,0,5,287.66146239999216,287.66146239999216,287.66146239999216,[-0.3138888888888889],[0.19074074074074074],[1],[0],[0],[1.4998357000004034],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
142,0,142,0,10,289.31235110000125,289.31235110000125,289.31235110000125,[-0.08703703703703704],[-0.040740740740740744],[1],[0],[0],[1.5811387999856379],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
143,0,143,0,10,290.9613662999909,290.9613662999909,290.9613662999909,[-0.16296296296296298],[0.22962962962962963],[1],[0],[0],[1.4109769999922719],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
144,0,144,0,10,292.4566666000028,292.4566666000028,292.4566666000028,[0.032407407407407406],[0.225],[1],[0],[0],[1.1633446999912849],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
145,0,145,0,5,293.66318049999245,293.66318049999245,293.66318049999245,[-0.19907407407407407],[0.26296296296296295],[1],[0],[0],[1.2470056999882217],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
146,0,146,0,10,295.01158649999707,295.01158649999707,295.01158649999707,[-0.32685185185185184],[0.46111111111111114],[1],[0],[0],[3.3066760000074282],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
147,0,147,0,10,298.4149047999963,298.4149047999963,298.4149047999963,[-0.4527777777777778],[-0.20555555555555555],[1],[0],[0],[2.9060215999925276],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
148,0,148,0,10,301.39115499999025,301.39115499999025,301.39115499999025,[-0.3851851851851852],[-0.07777777777777778],[1],[0],[0],[1.8988888000021689],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
149,0,149,0,10,303.44399030000204,303.44399030000204,303.44399030000204,[0.17314814814814813],[-0.016666666666666666],[1],[0],[0],[1.3008690999995451],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
150,0,150,0,5,304.7837367000029,304.7837367000029,304.7837367000029,[0.34074074074074073],[-0.45],[1],[0],[0],[1.5414966999960598],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
151,0,151,0,10,306.4330207000021,306.4330207000021,306.4330207000021,[-0.021296296296296296],[0.48148148148148145],[1],[0],[0],[3.2046861999988323],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
152,0,152,0,10,309.752900099993,309.752900099993,309.752900099993,[0.11851851851851852],[-0.09074074074074075],[1],[0],[0],[1.6311140000034356],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
153,0,153,0,5,311.4410812999995,311.4410812999995,311.4410812999995,[0.35648148148148145],[-0.024074074074074074],[1],[0],[0],[1.3189349000022048],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
154,0,154,0,10,312.8818579999934,312.8818579999934,312.8818579999934,[-0.31203703703703706],[-0.012962962962962963],[1],[0],[0],[1.72259090001171],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
155,0,155,0,5,314.6113233999931,314.6113233999931,314.6113233999931,[0.46296296296296297],[-0.43148148148148147],[1],[0],[0],[1.9045029999979306],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
156,0,156,0,5,316.59142260000226,316.59142260000226,316.59142260000226,[0.40925925925925927],[0.27037037037037037],[1],[0],[0],[1.96017700000084],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
157,0,157,0,10,318.7276169999968,318.7276169999968,318.7276169999968,[-0.175],[0.43148148148148147],[1],[0],[0],[1.4232895000022836],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
158,0,158,0,5,320.1672955999966,320.1672955999966,320.1672955999966,[-0.4083333333333333],[-0.10740740740740741],[1],[0],[0],[1.4436318000080064],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
159,0,159,0,10,321.7192497999931,321.7192497999931,321.7192497999931,[0.06018518518518518],[0.41574074074074074],[1],[0],[0],[2.7506618999905186],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
160,0,160,0,10,324.5492130999919,324.5492130999919,324.5492130999919,[-0.25462962962962965],[0.10462962962962963],[1],[0],[0],[1.6226697999954922],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
161,0,161,0,10,326.24923069999204,326.24923069999204,326.24923069999204,[0.49166666666666664],[0.29259259259259257],[1],[0],[0],[2.0617629999906057],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
162,0,162,0,10,328.4592997,328.4592997,328.4592997,[0.07777777777777778],[0.20092592592592592],[1],[0],[0],[1.1800318000023253],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
163,0,163,0,10,329.731403400001,329.731403400001,329.731403400001,[0.37407407407407406],[-0.425],[1],[0],[0],[1.8504905000008876],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
164,0,164,0,5,331.6337554999918,331.6337554999918,331.6337554999918,[0.2814814814814815],[-0.25462962962962965],[1],[0],[0],[1.0228941999957897],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
165,0,165,0,10,332.8035796999902,332.8035796999902,332.8035796999902,[0.32685185185185184],[-0.33425925925925926],[1],[0],[0],[1.0106586999900173],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
166,0,166,0,10,333.88149119999434,333.88149119999434,333.88149119999434,[0.25],[0.49722222222222223],[1],[0],[0],[3.819926399999531],[],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
167,0,167,0,5,337.7585900999984,337.7585900999984,337.7585900999984,[-0.06759259259259259],[-0.13333333333333333],[1],[0],[0],[1.6862840999965556],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
168,0,168,0,5,339.5005314000009,339.5005314000009,339.5005314000009,[-0.14444444444444443],[0.44814814814814813],[1],[0],[0],[2.420022299993434],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
169,0,169,0,10,342.0236619999923,342.0236619999923,342.0236619999923,[0.29074074074074074],[0.40555555555555556],[1],[0],[0],[1.6687633999972604],['target'],2s,001,2023-09-28_16h59.37.918,visualsearch,2023.1.3,59.923262268514826,
