trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
105,0,105,0,5,237.01755260000937,237.01755260000937,237.01755260000937,[0.39537037037037037],[-0.1648148148148148],[1],[0],[0],[1.50455709999369],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
106,0,106,0,5,238.593013900012,238.593013900012,238.593013900012,[0.1425925925925926],[0.13148148148148148],[1],[0],[0],[1.2896098000055645],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
107,0,107,0,5,239.9398063000117,239.9398063000117,239.9398063000117,[-0.14351851851851852],[0.16666666666666666],[1],[0],[0],[1.8035762000072282],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
108,0,108,0,5,241.8155867000023,241.8155867000023,241.8155867000023,[0.44722222222222224],[0.025925925925925925],[1],[0],[0],[1.714715599999181],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
109,0,109,0,10,243.62793349999993,243.62793349999993,243.62793349999993,[-0.30833333333333335],[-0.041666666666666664],[1],[0],[0],[1.8975865999964299],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
110,0,110,0,10,245.59516530000838,245.59516530000838,245.59516530000838,[0.005555555555555556],[-0.08611111111111111],[1],[0],[0],[1.300602199989953],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
111,0,111,0,5,246.92349380000087,246.92349380000087,246.92349380000087,[-0.09722222222222222],[0.1925925925925926],[1],[0],[0],[1.500313800002914],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
112,0,112,0,5,248.47533920001297,248.47533920001297,248.47533920001297,[0.3861111111111111],[0.2796296296296296],[1],[0],[0],[2.411858100007521],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
113,0,113,0,10,250.94330250000348,250.94330250000348,250.94330250000348,[-0.23055555555555557],[-0.2638888888888889],[1],[0],[0],[2.4158637000073213],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
114,0,114,0,5,253.4512701000058,253.4512701000058,253.4512701000058,[-0.2074074074074074],[-0.018518518518518517],[1],[0],[0],[1.7394550999888452],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
115,0,115,0,10,255.27689310000278,255.27689310000278,255.27689310000278,[0.41388888888888886],[-0.046296296296296294],[1],[0],[0],[2.228945599999861],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
116,0,116,0,5,257.53935150000325,257.53935150000325,257.53935150000325,[-0.29444444444444445],[0.4148148148148148],[1],[0],[0],[1.6304383000097005],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
117,0,117,0,5,259.2202587000065,259.2202587000065,259.2202587000065,[-0.001851851851851852],[0.2574074074074074],[1],[0],[0],[2.1628086999990046],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
118,0,118,0,10,261.4914744000125,261.4914744000125,261.4914744000125,[0.4287037037037037],[0.12129629629629629],[1],[0],[0],[2.9918275000090944],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
119,0,119,0,10,264.5461612000072,264.5461612000072,264.5461612000072,[0.3490740740740741],[0.17407407407407408],[1],[0],[0],[1.1198404000024311],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
120,0,120,0,5,265.7041836999997,265.7041836999997,265.7041836999997,[0.032407407407407406],[0.3194444444444444],[1],[0],[0],[1.3581162000045879],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
121,0,121,0,10,267.20211250000284,267.20211250000284,267.20211250000284,[-0.020370370370370372],[0.325],[1],[0],[0],[1.1153480000066338],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
122,0,122,0,5,268.38664000001154,268.38664000001154,268.38664000001154,[-0.3472222222222222],[-0.21944444444444444],[1],[0],[0],[1.5001560999953654],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
123,0,123,0,10,269.99036350000824,269.99036350000824,269.99036350000824,[-0.3592592592592593],[-0.4583333333333333],[1],[0],[0],[1.6979761000111466],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
124,0,124,0,5,271.76658999999927,271.76658999999927,271.76658999999927,[0.21851851851851853],[-0.30648148148148147],[1],[0],[0],[1.7253474000026472],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
125,0,125,0,5,273.57196630000544,273.57196630000544,273.57196630000544,[0.03981481481481482],[0.1824074074074074],[1],[0],[0],[2.350659799994901],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
126,0,126,0,5,276.0047246000031,276.0047246000031,276.0047246000031,[-0.30648148148148147],[-0.16018518518518518],[1],[0],[0],[1.3574134000082267],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
127,0,127,0,5,277.4404305000062,277.4404305000062,277.4404305000062,[-0.4083333333333333],[-0.15555555555555556],[1],[0],[0],[1.31891089999408],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
128,0,128,0,10,278.93004730000393,278.93004730000393,278.93004730000393,[0.14074074074074075],[0.412962962962963],[1],[0],[0],[1.4686963999993168],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
129,0,129,0,10,280.44873790000565,280.44873790000565,280.44873790000565,[-0.16111111111111112],[-0.12037037037037036],[1],[0],[0],[1.5729005999892252],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
130,0,130,0,10,282.1365525000001,282.1365525000001,282.1365525000001,[-0.48703703703703705],[0.10092592592592593],[1],[0],[0],[2.114849100005813],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
131,0,131,0,10,284.3829478000116,284.3829478000116,284.3829478000116,[0.2074074074074074],[0.10185185185185185],[1],[0],[0],[2.0692909999925178],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
132,0,132,0,10,286.5451991000009,286.5451991000009,286.5451991000009,[0.49907407407407406],[-0.3277777777777778],[1],[0],[0],[2.514841099997284],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
133,0,133,0,10,289.1119015000004,289.1119015000004,289.1119015000004,[-0.2564814814814815],[-0.29444444444444445],[1],[0],[0],[2.0543239999969956],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
134,0,134,0,10,291.31992180000816,291.31992180000816,291.31992180000816,[0.007407407407407408],[0.3787037037037037],[1],[0],[0],[2.9905904000042938],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
135,0,135,0,10,294.35116160000325,294.35116160000325,294.35116160000325,[-0.09259259259259259],[-0.42407407407407405],[1],[0],[0],[2.6960090000065975],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
136,0,136,0,5,297.095739700002,297.095739700002,297.095739700002,[-0.5138888888888888],[0.22777777777777777],[1],[0],[0],[1.816930400003912],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
137,0,137,0,10,298.9649505000125,298.9649505000125,298.9649505000125,[0.21203703703703702],[0.12777777777777777],[1],[0],[0],[1.649170700009563],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
138,0,138,0,5,300.6782561,300.6782561,300.6782561,[-0.11944444444444445],[0.14722222222222223],[1],[0],[0],[1.3438148999994155],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
139,0,139,0,5,302.0555960000056,302.0555960000056,302.0555960000056,[0.4148148148148148],[0.18703703703703703],[1],[0],[0],[1.6850263999949675],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
140,0,140,0,10,303.9028646000079,303.9028646000079,303.9028646000079,[0.39166666666666666],[-0.1935185185185185],[1],[0],[0],[1.8957763000071282],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
141,0,141,0,10,305.8804472000047,305.8804472000047,305.8804472000047,[0.1787037037037037],[-0.014814814814814815],[1],[0],[0],[1.8602677999879234],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
142,0,142,0,5,307.7469937999995,307.7469937999995,307.7469937999995,[0.3388888888888889],[0.11203703703703703],[1],[0],[0],[2.0464037000056123],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
143,0,143,0,5,309.84969750000164,309.84969750000164,309.84969750000164,[-0.35648148148148145],[0.4888888888888889],[1],[0],[0],[2.4554848999978276],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
144,0,144,0,5,312.39285210000526,312.39285210000526,312.39285210000526,[-0.3333333333333333],[-0.075],[1],[0],[0],[1.2499462999985553],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
145,0,145,0,5,313.7107105000032,313.7107105000032,313.7107105000032,[0.40555555555555556],[0.025925925925925925],[1],[0],[0],[1.9326189999992494],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
146,0,146,0,10,315.73356780000904,315.73356780000904,315.73356780000904,[0.09444444444444444],[-0.04259259259259259],[1],[0],[0],[1.4013368000014452],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
147,0,147,0,5,317.17296570001054,317.17296570001054,317.17296570001054,[0.03333333333333333],[-0.15925925925925927],[1],[0],[0],[1.2081605999992462],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
148,0,148,0,5,318.4657561000058,318.4657561000058,318.4657561000058,[-0.35462962962962963],[-0.10185185185185185],[1],[0],[0],[1.4210595000040485],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
149,0,149,0,10,319.9178646000073,319.9178646000073,319.9178646000073,[0.03611111111111111],[0.1648148148148148],[1],[0],[0],[1.414588300001924],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
150,0,150,0,5,321.37805300000764,321.37805300000764,321.37805300000764,[-0.27037037037037037],[-0.32407407407407407],[1],[0],[0],[1.6771668000001227],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
151,0,151,0,5,323.08962460000475,323.08962460000475,323.08962460000475,[0.23703703703703705],[-0.4546296296296296],[1],[0],[0],[1.8382345999998506],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
152,0,152,0,10,325.05763260000094,325.05763260000094,325.05763260000094,[0.34629629629629627],[-0.375],[1],[0],[0],[2.147263999999268],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
153,0,153,0,10,327.2913996999996,327.2913996999996,327.2913996999996,[-0.12037037037037036],[-0.29259259259259257],[1],[0],[0],[1.5650918000028469],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
154,0,154,0,5,328.9199953000061,328.9199953000061,328.9199953000061,[0.3111111111111111],[-0.3592592592592593],[1],[0],[0],[1.3520431999932043],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
155,0,155,0,10,330.3534290000098,330.3534290000098,330.3534290000098,[0.001851851851851852],[0.05555555555555555],[1],[0],[0],[1.150324999995064],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
156,0,156,0,5,331.5560464000009,331.5560464000009,331.5560464000009,[-0.3888888888888889],[-0.005555555555555556],[1],[0],[0],[0.993457499993383],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
157,0,157,0,10,332.63542289999896,332.63542289999896,332.63542289999896,[0.4740740740740741],[-0.31666666666666665],[1],[0],[0],[1.9360994000016944],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
158,0,158,0,10,334.6457143000007,334.6457143000007,334.6457143000007,[0.43796296296296294],[-0.37037037037037035],[1],[0],[0],[2.1403683999960776],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
159,0,159,0,10,336.85943670000415,336.85943670000415,336.85943670000415,[0.001851851851851852],[0.09259259259259259],[1],[0],[0],[1.3245451999973739],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
160,0,160,0,10,338.2932460000011,338.2932460000011,338.2932460000011,[-0.14537037037037037],[-0.49907407407407406],[1],[0],[0],[4.6427113999961875],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
161,0,161,0,10,343.0295424000069,343.0295424000069,343.0295424000069,[-0.05925925925925926],[-0.07222222222222222],[1],[0],[0],[1.327709599994705],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
162,0,162,0,10,344.45541290000256,344.45541290000256,344.45541290000256,[0.044444444444444446],[-0.16111111111111112],[1],[0],[0],[0.8886521000094945],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
163,0,163,0,10,345.4065988000075,345.4065988000075,345.4065988000075,[-0.29814814814814816],[0.33240740740740743],[1],[0],[0],[2.060031100001652],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
164,0,164,0,5,347.5496393000067,347.5496393000067,347.5496393000067,[0.1037037037037037],[-0.03425925925925926],[1],[0],[0],[1.325920600007521],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
165,0,165,0,10,348.98985040000116,348.98985040000116,348.98985040000116,[0.26296296296296295],[-0.19814814814814816],[1],[0],[0],[1.2249826000042958],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
166,0,166,0,5,350.25888570000825,350.25888570000825,350.25888570000825,[-0.2074074074074074],[0.44166666666666665],[1],[0],[0],[1.5568161999981385],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
167,0,167,0,10,351.8750402000005,351.8750402000005,351.8750402000005,[-0.21851851851851853],[-0.12222222222222222],[1],[0],[0],[1.7630970999889541],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
168,0,168,0,5,353.6847364999994,353.6847364999994,353.6847364999994,[0.26296296296296295],[-0.17685185185185184],[1],[0],[0],[1.7607011000072816],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
169,0,169,0,5,355.5590766000096,355.5590766000096,355.5590766000096,[0.15185185185185185],[-0.2861111111111111],[1],[0],[0],[1.2180214999971213],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
170,0,170,0,5,356.8349403000029,356.8349403000029,356.8349403000029,[-0.12222222222222222],[0.20925925925925926],[1],[0],[0],[1.6175406999973347],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
171,0,171,0,10,358.5963219000114,358.5963219000114,358.5963219000114,[0.011111111111111112],[-0.44907407407407407],[1],[0],[0],[2.380580099998042],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
172,0,172,0,10,361.0516604000004,361.0516604000004,361.0516604000004,[-0.48148148148148145],[0.49907407407407406],[1],[0],[0],[1.769389000008232],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
173,0,173,0,10,362.93740160000743,362.93740160000743,362.93740160000743,[0.03888888888888889],[0.13703703703703704],[1],[0],[0],[1.8246043999970425],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
174,0,174,0,5,364.78614070000185,364.78614070000185,364.78614070000185,[0.046296296296296294],[-0.3972222222222222],[1],[0],[0],[1.5895679999957792],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
175,0,175,0,5,366.4329304999992,366.4329304999992,366.4329304999992,[0.28703703703703703],[-0.48703703703703705],[1],[0],[0],[1.4788161000033142],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
176,0,176,0,10,368.0077713000064,368.0077713000064,368.0077713000064,[0.2675925925925926],[0.24259259259259258],[1],[0],[0],[1.24014329999045],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
177,0,177,0,5,369.2654967999988,369.2654967999988,369.2654967999988,[0.058333333333333334],[0.3611111111111111],[1],[0],[0],[1.34694390000368],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
178,0,178,0,5,370.6903466000076,370.6903466000076,370.6903466000076,[0.06481481481481481],[-0.362962962962963],[1],[0],[0],[1.7438887000025716],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
179,0,179,0,10,372.56660030000785,372.56660030000785,372.56660030000785,[0.12407407407407407],[-0.37407407407407406],[1],[0],[0],[1.7046550999948522],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
180,0,180,0,5,374.3310463000089,374.3310463000089,374.3310463000089,[0.12129629629629629],[0.15],[1],[0],[0],[1.296489800006384],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
181,0,181,0,5,375.6613047999999,375.6613047999999,375.6613047999999,[-0.49074074074074076],[-0.18333333333333332],[1],[0],[0],[1.579143800001475],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
182,0,182,0,10,377.39377270000114,377.39377270000114,377.39377270000114,[-0.046296296296296294],[0.36574074074074076],[1],[0],[0],[1.7885948000039207],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
183,0,183,0,10,379.24103980000655,379.24103980000655,379.24103980000655,[0.10925925925925926],[0.4166666666666667],[1],[0],[0],[1.3884558999998262],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
184,0,184,0,10,380.68772850000823,380.68772850000823,380.68772850000823,[-0.16574074074074074],[0.26851851851851855],[1],[0],[0],[1.109603499993682],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
185,0,185,0,5,381.83294490000117,381.83294490000117,381.83294490000117,[-0.3435185185185185],[-0.40555555555555556],[1],[0],[0],[1.7494432999956189],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
186,0,186,0,10,383.7017202999996,383.7017202999996,383.7017202999996,[-0.12407407407407407],[-0.37222222222222223],[1],[0],[0],[1.2678873999975622],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
187,0,187,0,5,385.0071510000125,385.0071510000125,385.0071510000125,[0.062037037037037036],[-0.31666666666666665],[1],[0],[0],[1.2113480999978492],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
188,0,188,0,10,386.3253193000128,386.3253193000128,386.3253193000128,[-0.1175925925925926],[-0.19907407407407407],[1],[0],[0],[1.5250788999983342],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
189,0,189,0,5,387.901875800002,387.901875800002,387.901875800002,[-0.2851851851851852],[0.4361111111111111],[1],[0],[0],[1.5748253000056138],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
190,0,190,0,10,389.5797290000046,389.5797290000046,389.5797290000046,[-0.12962962962962962],[0.2722222222222222],[1],[0],[0],[1.3525857999920845],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
191,0,191,0,10,391.0086527000094,391.0086527000094,391.0086527000094,[0.27870370370370373],[-0.05462962962962963],[1],[0],[0],[1.6207390999916242],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
192,0,192,0,5,392.6821764000051,392.6821764000051,392.6821764000051,[0.41574074074074074],[-0.42314814814814816],[1],[0],[0],[1.87812359999225],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
193,0,193,0,5,394.62151840000297,394.62151840000297,394.62151840000297,[0.24074074074074073],[0.19907407407407407],[1],[0],[0],[1.0365638000075705],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
194,0,194,0,10,395.7120214000024,395.7120214000024,395.7120214000024,[0.05092592592592592],[-0.49166666666666664],[1],[0],[0],[2.8162085999938427],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
195,0,195,0,5,398.6162814999989,398.6162814999989,398.6162814999989,[0.12685185185185185],[-0.4148148148148148],[1],[0],[0],[1.0098333999922033],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
196,0,196,0,5,399.6593672000017,399.6593672000017,399.6593672000017,[-0.2037037037037037],[-0.325],[1],[0],[0],[1.2042884000111371],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
197,0,197,0,5,400.9179751000047,400.9179751000047,400.9179751000047,[-0.2111111111111111],[-0.3101851851851852],[1],[0],[0],[0.8972600999986753],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
198,0,198,0,10,401.9757413000043,401.9757413000043,401.9757413000043,[-0.29259259259259257],[0.25462962962962965],[1],[0],[0],[1.6365081000112696],['target'],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
199,0,199,0,5,403.65354189999925,403.65354189999925,403.65354189999925,[-0.23425925925925925],[-0.11018518518518519],[1],[0],[0],[1.2859063000069],[],4b,001,2023-09-28_18h29.18.466,visualsearch,2023.1.3,59.87704847000457,
