trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,num_distr,fixation.started,target.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
112,0,112,0,5,472.37196639999456,472.37196639999456,472.37196639999456,[-0.31851851851851853],[-0.03888888888888889],[1],[0],[0],[1.196775999997044],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
113,0,113,0,5,473.6132299000019,473.6132299000019,473.6132299000019,[-0.041666666666666664],[0.11203703703703703],[1],[0],[0],[1.4110552000056487],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
114,0,114,0,5,475.0872323999938,475.0872323999938,475.0872323999938,[-0.2324074074074074],[-0.3962962962962963],[1],[0],[0],[1.6439279000042006],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
115,0,115,0,10,476.8136123000004,476.8136123000004,476.8136123000004,[-0.30925925925925923],[-0.017592592592592594],[1],[0],[0],[1.2789833999995608],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
116,0,116,0,10,478.1487091000017,478.1487091000017,478.1487091000017,[0.4824074074074074],[0.15555555555555556],[1],[0],[0],[2.440341499997885],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
117,0,117,0,5,480.64155119999486,480.64155119999486,480.64155119999486,[0.0712962962962963],[-0.25092592592592594],[1],[0],[0],[1.6387500999990152],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
118,0,118,0,10,482.3661839999986,482.3661839999986,482.3661839999986,[0.2638888888888889],[-0.1925925925925926],[1],[0],[0],[1.5167128000030061],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
119,0,119,0,10,483.96890859999985,483.96890859999985,483.96890859999985,[-0.022222222222222223],[-0.11481481481481481],[1],[0],[0],[1.4980068000004394],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
120,0,120,0,10,485.54244910000125,485.54244910000125,485.54244910000125,[-0.1962962962962963],[-0.39537037037037037],[1],[0],[0],[1.419909700009157],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
121,0,121,0,5,487.0145061999938,487.0145061999938,487.0145061999938,[-0.3527777777777778],[-0.21851851851851853],[1],[0],[0],[1.423762499995064],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
122,0,122,0,10,488.5915257000015,488.5915257000015,488.5915257000015,[-0.16018518518518518],[-0.049074074074074076],[1],[0],[0],[1.4275679999991553],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
123,0,123,0,10,490.07801440000185,490.07801440000185,490.07801440000185,[0.05740740740740741],[0.23981481481481481],[1],[0],[0],[1.4853845000034198],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
124,0,124,0,10,491.65323359999456,491.65323359999456,491.65323359999456,[-0.4064814814814815],[0.1824074074074074],[1],[0],[0],[1.5146543000009842],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
125,0,125,0,5,493.2344846999913,493.2344846999913,493.2344846999913,[0.04814814814814815],[0.3648148148148148],[1],[0],[0],[1.8451651999930618],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
126,0,126,0,5,495.12663699999393,495.12663699999393,495.12663699999393,[-0.4009259259259259],[0.412962962962963],[1],[0],[0],[3.329584099992644],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
127,0,127,0,10,498.5191274999961,498.5191274999961,498.5191274999961,[-0.25277777777777777],[-0.4351851851851852],[1],[0],[0],[1.680844899994554],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
128,0,128,0,5,500.2582579000009,500.2582579000009,500.2582579000009,[-0.0712962962962963],[-0.43796296296296294],[1],[0],[0],[1.6332815999921877],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
129,0,129,0,5,501.9338426000031,501.9338426000031,501.9338426000031,[-0.4537037037037037],[-0.24814814814814815],[1],[0],[0],[1.342248999993899],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
130,0,130,0,10,503.3723394999979,503.3723394999979,503.3723394999979,[-0.4083333333333333],[-0.05555555555555555],[1],[0],[0],[1.1914850000030128],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
131,0,131,0,5,504.58631179999793,504.58631179999793,504.58631179999793,[-0.12962962962962962],[-0.24814814814814815],[1],[0],[0],[1.4939731000049505],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
132,0,132,0,10,506.1789898999996,506.1789898999996,506.1789898999996,[0.18425925925925926],[-0.1787037037037037],[1],[0],[0],[1.8083155999920564],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
133,0,133,0,10,508.08977120000054,508.08977120000054,508.08977120000054,[0.04351851851851852],[0.16203703703703703],[1],[0],[0],[2.0549351000081515],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
134,0,134,0,5,510.1912808999914,510.1912808999914,510.1912808999914,[-0.32222222222222224],[0.03333333333333333],[1],[0],[0],[1.371718399997917],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
135,0,135,0,10,511.6504239999922,511.6504239999922,511.6504239999922,[-0.032407407407407406],[-0.046296296296296294],[1],[0],[0],[1.3892675999959465],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
136,0,136,0,5,513.0896367999958,513.0896367999958,513.0896367999958,[-0.5027777777777778],[0.32222222222222224],[1],[0],[0],[1.4700570999993943],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
137,0,137,0,5,514.624081899994,514.624081899994,514.624081899994,[-0.38333333333333336],[0.30925925925925923],[1],[0],[0],[1.0830838999972912],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
138,0,138,0,10,515.790307999996,515.790307999996,515.790307999996,[0.1175925925925926],[0.40925925925925927],[1],[0],[0],[1.4002927999972599],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
139,0,139,0,5,517.234871099994,517.234871099994,517.234871099994,[-0.262037037037037],[-0.42314814814814816],[1],[0],[0],[1.8039069999940693],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
140,0,140,0,5,519.082348099997,519.082348099997,519.082348099997,[-0.462037037037037],[0.23055555555555557],[1],[0],[0],[1.1038906000030693],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
141,0,141,0,5,520.2438956999977,520.2438956999977,520.2438956999977,[-0.275],[-0.21203703703703702],[1],[0],[0],[1.4313631999975769],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
142,0,142,0,5,521.7165916999948,521.7165916999948,521.7165916999948,[-0.08796296296296297],[-0.2518518518518518],[1],[0],[0],[1.3878498999984004],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
143,0,143,0,10,523.2312762999936,523.2312762999936,523.2312762999936,[0.23425925925925925],[-0.4101851851851852],[1],[0],[0],[3.767808499993407],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
144,0,144,0,5,527.0592515999888,527.0592515999888,527.0592515999888,[-0.28425925925925927],[-0.4203703703703704],[1],[0],[0],[1.6308083000039915],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
145,0,145,0,5,528.7329662999982,528.7329662999982,528.7329662999982,[-0.18425925925925926],[-0.47314814814814815],[1],[0],[0],[2.792632999990019],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
146,0,146,0,5,531.5709324999916,531.5709324999916,531.5709324999916,[-0.3416666666666667],[0.07962962962962963],[1],[0],[0],[1.608270500000799],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
147,0,147,0,5,533.2769777999929,533.2769777999929,533.2769777999929,[0.17592592592592593],[0.42592592592592593],[1],[0],[0],[1.9912664000003133],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
148,0,148,0,5,535.3172434000007,535.3172434000007,535.3172434000007,[-0.24537037037037038],[-0.2462962962962963],[1],[0],[0],[1.6962455999891972],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
149,0,149,0,5,537.0661881999986,537.0661881999986,537.0661881999986,[-0.1361111111111111],[0.48333333333333334],[1],[0],[0],[2.6766646999894874],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
150,0,150,0,10,539.8276442999922,539.8276442999922,539.8276442999922,[0.12037037037037036],[0.3925925925925926],[1],[0],[0],[2.269352400006028],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
151,0,151,0,10,542.1842495000019,542.1842495000019,542.1842495000019,[0.325],[0.4027777777777778],[1],[0],[0],[1.649887099993066],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
152,0,152,0,10,543.9160066999902,543.9160066999902,543.9160066999902,[0.1685185185185185],[-0.4666666666666667],[1],[0],[0],[1.6143226999993203],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
153,0,153,0,10,545.6187561999977,545.6187561999977,545.6187561999977,[0.3435185185185185],[0.1537037037037037],[1],[0],[0],[2.361134500009939],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
154,0,154,0,5,548.0665900000022,548.0665900000022,548.0665900000022,[-0.18611111111111112],[-0.3768518518518518],[1],[0],[0],[1.348699399997713],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
155,0,155,0,10,549.485866899995,549.485866899995,549.485866899995,[-0.412962962962963],[0.13055555555555556],[1],[0],[0],[3.1815967000002274],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
156,0,156,0,5,552.6996746999939,552.6996746999939,552.6996746999939,[0.19814814814814816],[-0.4398148148148148],[1],[0],[0],[2.588535300004878],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
157,0,157,0,5,555.356939099991,555.356939099991,555.356939099991,[0.04722222222222222],[-0.4222222222222222],[1],[0],[0],[1.6345131999987643],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
158,0,158,0,5,557.0530329999892,557.0530329999892,557.0530329999892,[-0.12407407407407407],[-0.16574074074074074],[1],[0],[0],[1.2832204000005731],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
159,0,159,0,10,558.4541562999948,558.4541562999948,558.4541562999948,[-0.38055555555555554],[0.020370370370370372],[1],[0],[0],[1.4792952999996487],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
160,0,160,0,5,559.9708622999897,559.9708622999897,559.9708622999897,[-0.058333333333333334],[-0.05555555555555555],[1],[0],[0],[1.288864799993462],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
161,0,161,0,5,561.3219590999943,561.3219590999943,561.3219590999943,[0.15555555555555556],[0.31574074074074077],[1],[0],[0],[1.5717341999989003],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
162,0,162,0,10,563.0293560999999,563.0293560999999,563.0293560999999,[0.2574074074074074],[-0.11203703703703703],[1],[0],[0],[1.54267529999197],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
163,0,163,0,5,564.6153839999897,564.6153839999897,564.6153839999897,[-0.19074074074074074],[-0.31574074074074077],[1],[0],[0],[1.6848425999924075],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
164,0,164,0,10,566.3970324999973,566.3970324999973,566.3970324999973,[0.3962962962962963],[0.2953703703703704],[1],[0],[0],[1.7897790999995777],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
165,0,165,0,5,568.2315936999948,568.2315936999948,568.2315936999948,[0.1787037037037037],[-0.06944444444444445],[1],[0],[0],[1.513566900001024],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
166,0,166,0,10,569.830942200002,569.830942200002,569.830942200002,[0.4027777777777778],[-0.002777777777777778],[1],[0],[0],[2.089767599987681],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
167,0,167,0,5,571.990879399993,571.990879399993,571.990879399993,[-0.04814814814814815],[0.2601851851851852],[1],[0],[0],[1.3737218000023859],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
168,0,168,0,10,573.4643989999895,573.4643989999895,573.4643989999895,[0.21203703703703702],[-0.12222222222222222],[1],[0],[0],[1.3159797999978764],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
169,0,169,0,10,574.8804022999975,574.8804022999975,574.8804022999975,[0.3490740740740741],[-0.2],[1],[0],[0],[1.6901772000128403],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
170,0,170,0,5,576.6033353999956,576.6033353999956,576.6033353999956,[-0.010185185185185186],[0.1712962962962963],[1],[0],[0],[1.5867426000040723],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
171,0,171,0,10,578.2819586999976,578.2819586999976,578.2819586999976,[-0.3074074074074074],[0.32037037037037036],[1],[0],[0],[2.0921639000007417],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
172,0,172,0,5,580.405356599993,580.405356599993,580.405356599993,[0.4148148148148148],[-0.10092592592592593],[1],[0],[0],[1.8394806999858702],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
173,0,173,0,5,582.2708678999916,582.2708678999916,582.2708678999916,[0.025],[0.4425925925925926],[1],[0],[0],[1.9046356999897398],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
174,0,174,0,5,584.2383252,584.2383252,584.2383252,[-0.000925925925925926],[0.47129629629629627],[1],[0],[0],[2.3811159000033513],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
175,0,175,0,5,586.6564638999989,586.6564638999989,586.6564638999989,[0.20462962962962963],[-0.07592592592592592],[1],[0],[0],[1.6599801999982446],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
176,0,176,0,10,588.3875767999998,588.3875767999998,588.3875767999998,[0.3675925925925926],[0.45740740740740743],[1],[0],[0],[5.720772100001341],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
177,0,177,0,10,594.1995087999967,594.1995087999967,594.1995087999967,[0.3648148148148148],[0.1962962962962963],[1],[0],[0],[2.003215299992007],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
178,0,178,0,5,596.2354211999918,596.2354211999918,596.2354211999918,[0.4361111111111111],[0.22314814814814815],[1],[0],[0],[1.2668916000111494],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
179,0,179,0,5,597.5529029000027,597.5529029000027,597.5529029000027,[0.3194444444444444],[-0.45185185185185184],[1],[0],[0],[2.228858100002981],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
180,0,180,0,5,599.8280010000017,599.8280010000017,599.8280010000017,[-0.012962962962962963],[0.1287037037037037],[1],[0],[0],[1.4880168000090634],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
181,0,181,0,10,601.3895882999932,601.3895882999932,601.3895882999932,[0.49074074074074076],[-0.48703703703703705],[1],[0],[0],[2.3149549000081606],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
182,0,182,0,5,603.7570188999962,603.7570188999962,603.7570188999962,[-0.016666666666666666],[0.36203703703703705],[1],[0],[0],[2.3308126000047196],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
183,0,183,0,10,606.1880593999958,606.1880593999958,606.1880593999958,[-0.3416666666666667],[0.43148148148148147],[1],[0],[0],[3.7493461999983992],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
184,0,184,0,10,609.9902112999989,609.9902112999989,609.9902112999989,[-0.09444444444444444],[-0.3],[1],[0],[0],[1.9925274999986868],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
185,0,185,0,5,612.049783800001,612.049783800001,612.049783800001,[-0.30833333333333335],[-0.019444444444444445],[1],[0],[0],[2.5739208000013605],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
186,0,186,0,5,614.6826288000011,614.6826288000011,614.6826288000011,[-0.040740740740740744],[-0.40185185185185185],[1],[0],[0],[2.090788200002862],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
187,0,187,0,10,616.8290766999999,616.8290766999999,616.8290766999999,[0.1685185185185185],[-0.33240740740740743],[1],[0],[0],[1.6817689000017708],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
188,0,188,0,5,618.5674317999947,618.5674317999947,618.5674317999947,[0.11666666666666667],[0.31574074074074077],[1],[0],[0],[1.3343039000028512],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
189,0,189,0,5,619.9576120999991,619.9576120999991,619.9576120999991,[0.06388888888888888],[0.000925925925925926],[1],[0],[0],[1.277199499993003],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
190,0,190,0,10,621.3264020999923,621.3264020999923,621.3264020999923,[0.24722222222222223],[0.06574074074074074],[1],[0],[0],[1.5345872000034433],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
191,0,191,0,10,622.9366472999973,622.9366472999973,622.9366472999973,[-0.18611111111111112],[0.12407407407407407],[1],[0],[0],[1.9443872999981977],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
192,0,192,0,5,624.8970541000017,624.8970541000017,624.8970541000017,[-0.45740740740740743],[-0.12962962962962962],[1],[0],[0],[2.3754698999982793],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
193,0,193,0,10,627.3764758999896,627.3764758999896,627.3764758999896,[-0.3148148148148148],[0.26481481481481484],[1],[0],[0],[1.682264999995823],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
194,0,194,0,5,629.1038079999998,629.1038079999998,629.1038079999998,[-0.14166666666666666],[-0.22870370370370371],[1],[0],[0],[1.6951054999954067],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
195,0,195,0,5,630.8550298999908,630.8550298999908,630.8550298999908,[0.24074074074074073],[0.1361111111111111],[1],[0],[0],[1.6813958999991883],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
196,0,196,0,5,632.6159445999947,632.6159445999947,632.6159445999947,[0.14351851851851852],[0.26851851851851855],[1],[0],[0],[1.3982529999921098],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
197,0,197,0,5,634.0807400999911,634.0807400999911,634.0807400999911,[0.24444444444444444],[-0.09259259259259259],[1],[0],[0],[1.1988437000109116],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
198,0,198,0,5,635.3312684999983,635.3312684999983,635.3312684999983,[-0.09814814814814815],[0.38425925925925924],[1],[0],[0],[1.5425677000021096],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
199,0,199,0,10,636.965850499997,636.965850499997,636.965850499997,[0.46944444444444444],[-0.04351851851851852],[1],[0],[0],[2.443267399998149],['target'],3r,001,2023-09-28_18h09.35.279,visualsearch,2023.1.3,60.000600001837526,
